English,Korean
"An artwork's {0} value is determined by the positive reputation of both the work and the artist, whichever is smaller. Negative reputation is ignored.",작품 {0}의 점수는 작품과 작가의 긍정적 평판 중 작은 쪽으로 결정됩니다. 부정적 평판은 무시합니다.
Final value (lower of two):,최종 값 (두 값 중 작은 수)
Positive,긍정적
negative,부정적
center,중심
over empty space,over empty space
Trying to move not existed texture at source: {0},Trying to move not existed texture at source: {0}
Detected a user texture without creator. That shouldnt be happening and should be fixed properly. The texture name: {0}. Re-assigning it to first admin/user.,Detected a user texture without creator. That shouldnt be happening and should be fixed properly. The texture name: {0}. Re-assigning it to first admin/user.
Warning: {0} influence was disabled because its deed center position isn't within {1}% of the influence range of a connected deed in the same settlement.,경고: 동일한 정착지 내에 연결된 증서의 영향 범위 {1}% 내에 증서의 중앙점이 속하지 않아 {0}의 영향력이 비활성화되었습니다.
Warning: This deed is not attached to the foundation.,경고: 해당 증서는 설립지와 연결되지 않음.
Deed center position must be within {0}% of the influence range of a connected deed in the same settlement.,증서의 중심 위치는 동일한 정착지 안에 연결된 증서의 영향력 범위 {0}% 내에 있어야 합니다.
Adjusted Reputation,조정된 평판
"After founding {0} you will not be able to move the foundation more than {1}m from its founding position anymore and moving it will not change the source position of influence, which will stay at the original position..",{0}을(를) 세우고 나면 이제 설립지를 원래 위치에서 {1}m 이내에서만 옮길 수 있으며 설립지를 옮겨도 영향력이 퍼지는 중심 위치는 원래 자리에 그대로 있고 바뀌지 않습니다.
{0} claim papers returned to {1} because the homestead is now part of {2}.,터전이 이제 {2}의 한 부분이 되었으므로 소유 증서 {0} 장이 {1}(으)로 반환되었습니다.
{0} claim papers returned to their respective settlements because the homestead is now part of {1}.,터전이 이제 {1}의 한 부분이 되었으므로 소유 증서 {0} 장이 각자의 정착지로 반환되었습니다.
Note: Citizens will always be able to claim here regardless of settings. These lists are for claimers who are not citizens.,참고: 시민들은 항상 설정에 구애받지 않고 이 곳을 소유할 수 있습니다. 해당 명단은 시민이 아닌 소유자용입니다.
Paid annexation cost of {0}.,Paid annexation cost of {0}.
Transferred {0} into {1}.,Transferred {0} into {1}.
Tastiness Bonus: {0} (Calorie-Weighted Average of bonuses),취향 보너스: {0} (칼로리 가중 평균 보너스)
Inventory only accepts diggable or excavatable items.,해당 인벤토리는 파낼 수 있는 물건들과 채굴할 수 있는 물건만 수용합니다.
Government Accounts:,정부 계좌:
The bank account {0} was destroyed and all the currencies that it was holding were sent to you.,은행 계좌 {0}가 폐쇄되었고 그 계좌에 있던 모든 화폐가 당신에게 보내졌습니다.
The bank account {0} was destroyed and all the currencies that it was holding were devided between {1}.,은행 계좌 {0}가 폐쇄되었고 그 계좌에 있던 모든 화폐가 {1}에 균등 배분되었습니다.
You accepted {0}'s contract: {1},{0}의 계약을 수락함: {1}
Contract not accepted: All clauses are already fulfilled.,계약이 수락되지 않음: 모든 조항을 이미 완수함.
Artwork you created was sold by others: {0},당신이 만든 작품을 다른 사람이 사감: {0}
Must have one RequireComponent per civic slot type defined on {0},{0}에 정의된 시민 슬롯 유형 당 필수 요소 하나를 가져야만 함
Blocked by injunction in {0}.,금지명령 {0}에 의해 막힘.
now blocking,막힘 상태
no longer blocking,막힘 상태가 아님
Blocks Triggers and Legal Actions:,막고 있는 발동 조건과 법적 행위:
Blocks Laws:,막고 있는 법률:
Settlements Affected:,영향 받는 정착지:
"Must ignore at least one trigger, legal action, or law.","발동 조건, 법적 행위, 법률 중 최소 하나는 무시해야만 합니다."
{0} in laws of {1},{0} in laws of {1}
The injunction '{0}' is {1} {2}.,The injunction '{0}' is {1} {2}.
The injunction '{0}' is {1} laws on {2}.,The injunction '{0}' is {1} laws on {2}.
{0} blocked by injunction in {1}.,{0} blocked by injunction in {1}.
{0} doesn't allow direct citizens.,{0} doesn't allow direct citizens.
Can't start election.\n\nThere's already an active election regarding {0} : {1},Can't start election.\n\nThere's already an active election regarding {0} : {1}
Cannot use {0} because {1} is a {2} and can't have children settlements.,Cannot use {0} because {1} is a {2} and can't have children settlements.
"Found {0} objects with null name, removing them. ","Found {0} objects with null name, removing them. "
Are you sure you want to restart the tutorial?,튜토리얼을 정말 다시 시작하고 싶습니까?
Invalid selected position.,Invalid selected position.
Selected block isn't water.,고른 블럭이 물이 아닙니다.
Teleported to {0}.,Teleported to {0}.
Enable or disable Exhaustion at Features tab,기능 탭에서 피로도를 활성화하거나 비활성화할 수 있습니다.
Exhaustion is disabled in this server,피로도는 해당 서버에서 비활성화됨
"As more citizens join {0}, more property can be claimed.","{0}에 시민들이 더 들어올 수록, 소유할 수 있는 부지가 늘어납니다."
Non-abandoned citizens: {0},장기 미접속 상태가 아닌 시민: {0}
Abandoned citizens: {0},장기 미접속 시민: {0}
{0} per Citizen ({1} spawned),시민 한 명당 {0} ({1}개 생성됨)
{0} per Active Citizen and {1} per Abandoned Citizen ({2} spawned),활동적인 시민 한 명당 {0} 및 장기 미접속 시민 한 명당 {1} ({2}개 생성됨)
"Note: When a citizen becomes {0}, they will instead generate {1}, {2} and {3}.","참고: 어느 시민이 {0}이(가) 될 때, {1}, {2}, {3}를 대신 생성합니다."
"{0} is not counted because they were recently a member of {1}, which is currently in a prpoerty crisis.",{0}은(는) 현재 소유지 위기 상태인 {1}의 구성원이 최근에 되었으므로 간주되지 않습니다.
Check {0} to see the requirements to resolve the crisis.,{0}를 확인하여 위기를 해결하기 위한 필수 사항을 보세요.
Removed items because {0}.,Removed items because {0}.
{0} was destroyed.,{0} was destroyed.
{0} had a property crisis (not enough citizens to support the claimed land),{0}이(가) 소유지 위기를 겪음 (소유한 땅을 유지할 시민이 모자람)
You can't move a settlement foundation more than {0}m away from its original foundation position {1}.,정착지의 설립지는 원래 위치 {1}에서 {0}미터까지만 옮길 수 있습니다.
"Upon moving this foundation, the {0} of {1} will not be covered by {2} anymore and their citizenship will be lost. Are you sure about this ?",해당 설립지를 옮기게 되면 {1}의 {0}이(가) 더 이상 {2}을(를) 장악하지 못하게 되며 시민권을 상실하게 됩니다. 설립지를 옮기겠습니까?
"Upon moving this foundation, {0} will not be {1} of {2} anymore. Are you sure about this ?",해당 설립지를 옮기게 되면 {0}은(는) 더 이상 {2}의 {1}이(가) 아니게 됩니다. 설립지를 옮기겠습니까?
homestead,터전
homesteads,터전들
a child,a child
children,자식
Assigned {0},Assigned {0}
{0} is not a citizen of any settlement.,{0}은(는) 모든 정착지의 시민이 아닙니다.
Admins now {0} annex settlements without meeting requirements.,Admins now {0} annex settlements without meeting requirements.
No changes made.,변동 사항 없음.
property crisis resoultion was forced by {0},property crisis resoultion was forced by {0}
a recount of claims was forced via admin command by {0},a recount of claims was forced via admin command by {0}
Upon leaving {0} would you like to become a direct citizen of {1}?,Upon leaving {0} would you like to become a direct citizen of {1}?
Homestead Support Claim Papers can only be used on homesteads which are not associated with any settlement.,터전 지원 소유 증서는 정착지에 소속되지 않은 터전에서만 사용할 수 있습니다.
{0} can not take citizenship: there are {1} currently being used on their homestead which will be removed upon taking citizenship.,{0} can not take citizenship: there are {1} currently being used on their homestead which will be removed upon taking citizenship.
"To compensate for this, {0} settlement claim papers for {1} can be added before taking citizenship, and the transition will seamlessly happen without lost plots.","합병에 대한 보상을 하려면 {1}에게 정착지 소유 증서 {0} 장이 시민권을 가지기 전에 추가되며, 상실되는 필지 없이 이동이 원활하게 이루어집니다."
{0} errors detected and repaired: {1},{0} errors detected and repaired: {1}
{0}'s capitol was disabled too long and has been removed.,{0}의 지방관청이 너무 오랫동안 비활성화 상태여서 제거되었습니다.
{0} will lose {1} plots chosen randomly after {2}. Either add more claim papers to the claim stake or manually remove plots.,{0}은(는) {2} 후에 무작위로 골라진 필지 {1} 칸을 상실합니다. 소유 증서를 소유 말뚝에 더 추가하거나 직접 필지를 제거하세요.
{0} is no longer overburdened.,{0} is no longer overburdened.
Some claim papers will not be counted until this homestead joins their owner settlement.,몇몇 소유 문서는 해당 터전이 주인되는 정착지에 들어갈 때까지 쳐주지 않습니다.
{0} was overburdened and losts {1}.,{0} was overburdened and losts {1}.
There {0} {1} more than the allowed amount.,There {0} {1} more than the allowed amount.
"If this is not fixed before {0}, random plots will be unclaimed.","{0} 이전 까지 해결되지 않으면, 무작위로 필지의 소유권이 해제됩니다."
"Can't be used, this homestead isn't yet part of {0}",사용될 수 없음. 해당 터전은 아직 {0}의 한 부분이 아님.
A plotsComponent doesn't have any deed.,A plotsComponent doesn't have any deed.
"Can't claim plot, {0} only allows unaffiliated homestead deeds to expand into its influence.",필지 소유 불가. {0}에서는 관계를 맺지 않은 터전 증서들을 자기네 영향력으로 편입하는 것만을 허용합니다.
"Can't claim plot, it's outside the influence of {0}.",필지 소유 불가. {0}의 영향력 바깥에 있어야 함.
"This deed has 'Allow Plots Unclaiming While Renting' enabled, meaning the landlord can remove plots from the deed without evicting residents, do you accept?","해당 증서는 '임대 도중 필지의 소유 포기 허용'이 활성화되어 있어 땅주인이 거주자를 퇴거하지 않고도 증서에서 필지를 제거할 수 있는데, 이를 받아들이겠습니까?"
{0} only allows citizens to directly own properties inside its sphere of influence and {1} is not a citizen.,{0}에서만 영향권 내의 부지를 시민들이 직접 소유하는 것이 허용되며 {1}은(는) 시민이 아닙니다.
Exhaustion data from {0} was reset to initial values. As if starting fresh in the server.,{0}에서의 피로도 데이터가 초기 값으로 설정되었습니다. 서버를 갓 시작하듯이 말이죠.
Exhaustion is disabled.,피로도가 비활성화되었습니다.
Exhaustion bank is disabled.,피로도 저장이 비활성화되었습니다.
Configuration is null,구성 항목의 값이 존재하지 않음
You feel tired. You've got {0} hours less until exhaustion.,지금 피곤합니다. 완전 피로까지 {0}시간도 안 남았습니다.
"You are resting, exhaustion is paused.",휴식 중이라서 피로도가 멈췄습니다.
"Stopped resting, exhaustion is resumed.",휴식을 마쳤기에 피로도는 다시 쌓입니다.
Can't place {0}.,Can't place {0}.
{0} feature needs to be enabled.,{0} 기능이 활성화되어 있어야 함.
{0} feature needs to be disabled.,{0} 기능이 비활성화되어 있어야 함.
{0} is disabled because it's host '{1}' has become invalid.,{0} is disabled because it's host '{1}' has become invalid.
If not fixed in {0} this {1} will be removed.,If not fixed in {0} this {1} will be removed.
You need {0} {1} to work here,You need {0} {1} to work here
Homestead Support claim papers can only be used on a {0}.,터전 지원 소유 증서는 {0}에서만 사용 가능합니다.
Homestead Support claim papers can't be used with {0} because it is part of a settlement.,터전 지원 소유 증서는 {0}이(가) 정착지의 한 부분이므로 사용할 수 없습니다.
Note: {0} claims will not work until you actually join {1}.,참고: {1}에 진짜 들어가기 전까지는 소유지 {0}이(가) 작동되지 않습니다.
{0} claim papers are not effective yet since you are not a citizen.,토지 문서 {0} 장은 시민이 아니므로 아직 효과가 없습니다.
MoveWorldObject.ItemUsed,MoveWorldObject.ItemUsed
MoveWorldObject.WorldObjectItem,MoveWorldObject.WorldObjectItem
You must have printing supplies in your inventory to print.,인쇄를 하려면 인벤토리 안에 인쇄 용품이 있어야 합니다.
Art Sale:,Art Sale:
{0} was sold to {1} for {2}.,{0} was sold to {1} for {2}.
{0} was sold to {1} for {2} by {3}.,{0} was sold to {1} for {2} by {3}.
"You can add additional provisions to it before starting voting, for example you can place a Government Office and customize the leadership role, or an Immigration Desk and customize citizenship rules.","You can add additional provisions to it before starting voting, for example you can place a Government Office and customize the leadership role, or an Immigration Desk and customize citizenship rules."
Injunctions,금지명령
Injunction,금지명령
{0} {1} {2} of {3}.,{0} {1} {2} of {3}.
added to,added to
removed from,removed from
blacklist,블랙리스트
ID already existed in universal id table for type: {0}. Existing object with ID {1}: {2},ID already existed in universal id table for type: {0}. Existing object with ID {1}: {2}
No settlements,No settlements
Government of name,Government of name
s,s
{0}m,{0}분
{0}s,{0}초
Weather Volume,날씨 효과음 크기
Give feedback to the devs and vote on feedback from other citizens here:,개발자들에게 피드백을 제공하고 다른 시민들이 올린 피드백에 투표하기:
Exhaustion Enabled,피로도 활성화
(Keep swimming to complete the tutorial),(튜토리얼을 끝마치도록 계속 수영하세요)
Allow plots unclaiming while renting,임대 도중 필지의 소유 포기 허용
"If checked, the owner of this deed may unclaim plots on the deed while you're a resident.\nNote: Can only be changed when there are no residents.",체크 표시를 하면 해당 증서의 소유자는 당신이 거주자일 때에도 증서에 속한 필지의 소유를 해제할 수 있습니다.\n참고: 거주자가 없을 때에만 변경이 가능합니다.
Clear Preview,미리보기 지우기
"To clear the picture preview frame. If a Picture Item was used for the preview, then it will be returned to your Inventory.",사진 미리포기 액자를 제거합니다. 사진 물품이 미리보기용일 경우에는 인벤토리로 되돌아갑니다.
To print your chosen image or copy a picture you need to have Printing Supplies available in your inventory.,"고른 사진을 인쇄하거나, 어느 사진을 복사하려면 인벤토리 안에 인쇄 용품이 있어야 합니다."
Drop Picture Item here for the preview,미리보기용으로 사진 물품을 이 곳에 두기
Claims Requirement:,소유 관련 필수 사항:
Claims Requirements,소유 관련 필수 사항
"Annexing a target requires paying them Claim Papers from the source settlement.  Unlike resources, these 100% go to the foundation of the target without waste.  The cost is determined per-non-abandoned citizen in the target.\n\nIn the case of annexing a Homestead, this number will be increased by the number of Homestead Support Claim Papers that are on the stake.  This makes the support claims not only allow homesteads to claim more plots, but have more protection against annexation. ","특정 정착지를 합병하려면 본래 정착지에 있는 소유 증서를 그들에게 지불해야 합니다. 자원과 달리, 소유 증서는 낭비없이 합병 대상이 되는 정착지의 설립지로 갑니다. 비용은 합병 대상이 되는 정착지의 장기 미접속 시민이 아닌 사람 한 명당으로 결정됩니다.\n\n 터전을 합병하는 경우, 그 비용은 말뚝에 있는 터전 지원 소유 증서의 개수만큼 증가합니다. 이는 그 터전이 더 많은 필지를 소유할 수 있도록 할 수 있을 뿐만 아니라, 합병으로부터 더욱 견고한 보호책을 제공해주는 소유 지원을 해줍니다. "
"The resources shown must exist in storage attached to an Embassy Desk that is assigned to the Settlement's jurisdiction.  They must be accessible to the leader of the Settlement. The cost is determined per-non-abandoned citizen in the target.\n\nUpon annexation, a percent of these will be given to the other party, and the rest destroyed as the cost of the annexation.\n\nIf all citizens of a target are 'Abandoned', no resources are needed.","보이는 해당 자원들은 그 정착지의 관할권에 지정된 대사관 책상과 연결된 저장고 안에 반드시 존재해야 합니다. 그 정착지의 우두머리에게는 해당 자원들에 대하여 권한을 지닙니다. 비용은 합병 대상이 되는 정착지의 장기 미접속 시민이 아닌 사람 한 명당으로 결정됩니다.\n\n 합병에 따라, 해당 자원의 일부는 다른 당사자에게 지급되며 나머지는 합병 비용으로서 제거됩니다.\n\n 만일 합병 대상이 되는 정착지의 모든 시민이 '장기 미접속' 상태일 경우에는 자원을 일체 요구하지 않습니다."
Drop Picture Item here for the preview or browse a file,이 곳에 미리보기나 파일 탐색용으로 사진 물품을 두기
Browse File\n,파일 탐색\n
World generation seed. 0 means 'assign random seed at generation time',세계 생성 시드. 0은 '무작위 시드를 세대 시간에 할당함'을 의미합니다.
"Flood tool! Left click on the water to remove the top layer, or Right-click on a block to add a water layer.","Flood tool! Left click on the water to remove the top layer, or Right-click on a block to add a water layer."
Paint tool! It paints with some developer features.,도장 도구입니다! 개발자 기능으로 블럭을 칠합니다.
Dev Paint Tool,개발자용 도장 도구
givepaint,givepaint
paint,paint
Give yourself mixed paint for predefined DyeColors,Give yourself mixed paint for predefined DyeColors
givepaintrgb,givepaintrgb
paintrgb,paintrgb
Give yourself mixed paint with any rgb color,Give yourself mixed paint with any rgb color
"Mixed and ready to go, just need to apply and let dry.",섞어서 뿌려라. 바르고 마르기만 하면 된다.
Focused Workflow: Painting,비약적 작업속도: 도장
Frugal Workspace: Painting,검소한 작업 공간: 도장
Lavish Workspace: Painting,화려한 작업 공간: 도장
Parallel Processing: Painting,병렬 처리: 도장
"Adobe, your basic primitive housing material.  Adobe will grant no experience.","흙벽돌은 기초적이고 조잡한 건축 재료로, 경험치를 주지 않는다."
Adobe,흙벽돌
Far East Lumber,극동 가공목
WIP,작업중
Garden Gravel,정원 자갈
Zen Garden,일본식 정원
A set of art supplies that allows one to capture the world.,세상을 포착하여 담아내는 미술 용품 모음.
A necessary base for adding pigments and liquids together creating paint mixtures for all your creative needs.,색소와 유제를 혼합하여 모든 창의적 필요를 대응하는 필수 바탕 도료.
Base Paint,바탕 도료
Is it really blue?,진짜 파란색 맞나?
Blue Powder,파란색 안료
A black powder made by taking bits of charcoal and turning it into a fine powder through a mill.,숯을 약간 넣고 맷돌에서 곱게 갈아 만든 검은색 가루.
Charcoal Powder,숯 가루
A simple flattened piece of stone used to repair damaged tools. It will wear down your tools quickly.,망가진 도구를 수리하는 데 쓰는 평범하고 판판한 돌 조각. 도구가 빨리 낡는다.
Coarse Stone,거친 돌
Assorted utensils for your everyday kitchen use.,주방에서 매일 쓰는 가재도구를 용도에 따라 분류함.
Cooking Utensils,요리용 가재도구
Pulverized copper ore left exposed to oxygen giving it a green patina.,분쇄된 구리 원석을 산소에 노출시켜 푸른빛 녹을 띄도록 했다.
Copper Hydroxide,수산화 구리 분말
A mixture of powders in set ranges to make an artifical base cyan color.,인위적인 기본 청록색을 만들기 위해 정해진 범위 내의 가루를 섞었다.
Cyan Powder,청록색 안료
Dowels used for construction.,건축에 사용되는 은못.
Dowel,은못
A small glass fuse easily replacable to safeguard against electric accidents.,전기 사고로부터 보호해주는 작은 유리관 퓨즈는 쉽게 바꿔 끼울 수 있다.
Fuse,퓨즈
Pulverized iron ore left out exposed turning it into what commonly is known as rust.,분쇄된 철 광석을 노출시켜 흔히 녹슬었다는 상태로 변하게 했다.
Iron Oxide,산화 철 분말
An extremely useful greasy material that helps machinery to run.,기계가 돌아가는 데 도움이 되는 극히 유용한 기름진 물질.
Lubricant,윤활유
"Harvest it, dry it and process into a beautiful purple tone, it is almost like its made for a printer.",거두고 말려서 아름따운 보랏빛을 띄도록 가공한 자홍색 가루는 마치 화가를 위하여 만든 색깔과 다름없다.
Magenta Powder,자홍색 안료
A simple round stone used for crushing other things.,다른 것들을 갈아버리는 데 쓰이는 소박한 둥근 돌.
Mill Stone,맷돌
A high quality method of repairing your tools reducing waste.,도구 수리에서의 낭비를 줄여주는 고품질 방법.
Polishing Paste,연마재
A steel bolt used to hold together inventions.,장치들을 서로 잡아두는 데 쓰이는 강철 볼트.
A steel rod with grooves allowing more finer sharpening of tools.,더욱 정교하게 도구를 날카롭게 해주도록 홈이 파인 강철 막대.
Sharpening Steel,연마 쇠줄
An attachment for the steam tractor that allows for quick terraforming.,증기기관 트랙터에 부착하여 지형 형성을 빠르게 해줍니다.
Steam Tractor Scoop,증기기관 트랙터용 삽
A steel spring used to create bouncing inventions.,장치에 탄성을 만들어내는 데 쓰이는 강철제 용수철.
Steel Spring,강철제 용수철
A polished piece of stone specifically cut to reduce damage of tools.,도구 피해량을 특출나게 깎는 연마된 돌 조각.
Whetstone,숫돌
Petals taken through a drying and grinding stage leaving this fine powder.,꽃잎을 말리고 가는 단계를 거치면 이렇게 고운 가루가 나온다.
White Powder,하얀색 안료
A basic gear for use in early wooden machinery.,초기 목제 기계에 사용되는 기초적인 톱니바퀴.
Wooden Gear,목제 톱니바퀴
Yellow Powder,노란색 안료
Basic Upgrade that greatly increases efficiency when crafting Painting recipes.,이 기초 업그레이드는 도장 물품을 제작할 때 효율이 크게 증가합니다.
Painting Upgrade,도장 업그레이드
A painter uses different combination of liquids and powders to create a practical application of colors.,도장공은 실용적인 색깔을 입히려고 여러 가지의 유제와 가루를 배합하여 사용합니다.
Painting,도장
Painting Skill Book,도장 기술서
Painting Skill Scroll,도장 기술 두루마리
Scientists can transforms the knowledge and understanding of the world into more practical uses.,과학자들은 세상에 대한 지식과 이해를 더욱 실용적인 용도로 변환할 수 있습니다.
Scientist,과학자
A mechanical paint tool with more advanced functionality over its crude wooden predecessor.,나무로 만든 기존의 조잡한 도장 도구보다 고도의 기능성을 갖춘 기계식 도장 도구.
Iron Paint Sprayer,철제 도료 분사기
A modern painting tool using sophisticated electronic throttling for a continues experience.,복잡한 전기식 출력 조절기를 사용하여 도료를 계속 분사하는 현대식 도장 도구.
Modern Paint Sprayer,현대식 도료 분사기
A crude painting tool using a primitive pumping method allowing someone to paint single blocks.,원시적인 분사 방법을 사용하여 단일 블럭을 칠하도록 하는 조잡한 도장 도구.
Wooden Paint Sprayer,목제 도료 분사기
Small Canoe for hauling minimal loads.,최소량의 짐을 옮기는 데 쓰는 작은 카누.
Egyptian Canoe,이집트 카누
A larger canoe for personal transport and medium sized loads.,여객 수송 및 중간 크기의 짐을 싣을 수 있는 더 큰 카누.
Norse Canoe,노르드 카누
A door made from crude wood pieces.,거친 나무 조각으로 만든 문.
Adobe Door,흙벽돌 문
A small beautiful ashlar stone fountain with flowing water that makes a great centerpiece.,세련미 있는 소형 각진 석재 분수입니다. 유유히 흐르는 물이 실내 장식물로 놓기 딱 좋군요.
A helpful sign for advertisements along the road.,도로가에 광고 하는 데 도움이 되는 간판.
Baker Sign,제빵사 간판
Carpenter Sign,목수 간판
A poster for the wall.,벽에 붙이는 벽보.
Cart Blueprint Poster,수레 청사진 벽보
A plaque used for rating a property.,부지에 점수를 매길 때 쓰는 명판.
Cast Iron Plaque,무쇠 명판
Chandelier,샹들리에
A copper frame useful for simple picture and art displays.,간단한 사진과 그림 전시품에 유용한 동테 액자.
Election Poster,선거 벽보
Engineer Sign,공학자 간판
Fancy Hewn Door,정교하게 다듬은 문
Farmer Sign,농부 간판
A fixed flying kite for your garden.,정원에 있으면 좋은 고정된 나는 연.
FishKite,물고기 모양 연
Food Sign,음식 간판
"Keeps animals away, but not in a scary way. (WIP)",무서운 방식은 아니여도 동물을 몰아냅니다. (작업중)
Friendly Scarecrow,친근한 허수아비
A simple pond filled with water for your decorative outdoor needs.,야외 장식의 필요에 부응하여 물이 채워진 단순한 연못.
Garden Pond,정원 연못
A gold frame useful for simple picture and art displays.,간단한 사진과 그림 전시품에 유용한 금테 액자.
A large fountain with a spiral motif.,나선을 모티프로 한 커다란 분수.
Granite Spiral Fountain,화강암 나선 분수
A large fountain with a multi-layered terracing display.,여러 층으로 층층이 쌓인 모습을 보여주는 커다란 분수.
Granite Terrace Fountain,화강암 노단 분수
Hanging Electric Wall Lamp,매달린 전기식 벽등
Refines food resources by crushing them in a more advanced machine than a stone mill.,맷돌이 있는 방앗간에 비해 더욱 발전된 기계로 곡식을 빻아서 식량 자원으로 정제한다.
Industrial Mill,분쇄기
A machine with the life long purpose of turning raw plastic into usable furniture and devices.,합성 수지 원료를 평생 유용한 가구 및 장치로 만드는 용도를 지닌 기계.
An iron frame useful for simple picture and art displays.,간단한 사진과 그림 전시품에 유용한 철테 액자.
Kite,연
Koi Pond,잉어 연못
Mason Sign,석공 간판
Ornate Cast Iron Plaque,장식된 무쇠 명판
An ornate gold frame useful for simple picture and art displays.,간단한 사진과 그림 전시품에 유용한 장식된 금테 액자.
An ornate iron frame useful for simple picture and art displays.,간단한 사진과 그림 전시품에 유용한 장식된 철테 액자.
Ornate Stone Plaque,장식된 석조 명판
An ornate wooden frame useful for simple picture and art displays.,간단한 사진과 그림 전시품에 유용한 장식된 목조 액자.
Ornate Wood Plaque,장식된 목조 명판
A mixing station for all manners of colors used in paint.,도료에 쓰이는 이 세상 모든 색깔을 만드는 혼합대.
Paint Mixing Workbench,도료 혼합 작업대
Periodic Table Poster,주기율표 벽보
A simple molded plastic furniture for outdoor use.,야외용으로 찍어낸 단순한 합성수지 가구.
Plastic Outdoor Bench,합성수지제 야외 벤치
Plastic Outdoor Chair,합성수지제 야외 의자
Plastic Outdoor Table,합성수지제 야외 탁자
A simple planter box mounted on a wall or by a window.,벽에 붙이거나 창문에 설치하는 간단한 식물 화단.
Plastic Window Planter,합성수지제 창문 화단
Redwoods Poster,붉은삼나무 벽보
Rustic Window Planter,녹슬은 창문 화단
Keeps animals away. (WIP),동물을 쫓아내세요. (작업중)
Scarecrow,허수아비
Shipwright Sign,조선공 간판
Stone Plaque,석조 명판
Store Sign,가게 간판
Tailor Sign,재단사 간판
A simple neutral tapestry.,A simple neutral tapestry.
Tapestry,태피스트리
A tapestry with a beautiful fish display.,A tapestry with a beautiful fish display.
Tapestry Fish,Tapestry Fish
A tapestry with a beautiful sunset display.,A tapestry with a beautiful sunset display.
Tapestry Sunset,Tapestry Sunset
Great for outdoor l,Great for outdoor l
Tiki Torch,Tiki Torch
A chest but for the wall.,상자인데 벽에 있음.
Wall Mounted Chest,벽걸이형 상자
Wall Mounted Trunk,벽걸이형 여행용 상자
A simple window shutter helps to keep things in or out.,A simple window shutter helps to keep things in or out.
Window Shutters Center,창문 셔터 중앙
Window Shutters Left,창문 셔터 좌측
Window Shutters Right,창문 셔터 우측
A wooden frame useful for simple picture and art displays.,간단한 사진과 그림 전시품에 유용한 목조 액자.
A wall mounted stand for a torch.,벽에 설치하는 횃대.
Wooden Wall Torch Stand,목제 벽붙이 횟대
Wood Plaque,목조 명판
Wood Window Planter,목조 창문 화단
A large table for eating meals or getting some work done.,식사를 하거나 작업을 할 수 있는 커다란 탁자.
Zataku Table,좌탁
Colorant,색소
Those who are registered under a specific settlement but are also considered citizens of another due to the hierarchical relationship between them.,Those who are registered under a specific settlement but are also considered citizens of another due to the hierarchical relationship between them.
Those who are directly registered under a settlement without any intermediary lower level settlement affiliations,Those who are directly registered under a settlement without any intermediary lower level settlement affiliations
"A 'Residence' deed will apply housing points towards the Character XP multiplier, split among the residents.",'주거' 증서는 캐릭터 경험치 배수에다가 집 점수가 적용되고 거주자 수로 나뉩니다.
Reputation Given To User,유저에게 부여한 평판
Reputation Given To Picture,사진에 부여한 평판
Reputation Given To Deed,증서에 부여한 평판
Start the mapping at this value.,Start the mapping at this value.
"After the amount increases this much, it will increase the output half the remaining distance to the limit.","After the amount increases this much, it will increase the output half the remaining distance to the limit."
The output yielded when input is at or below 'InputMin'.,The output yielded when input is at or below 'InputMin'.
"When the input value goes 'InputHalfLife' past 'InputSoftCap', the output will reach 50% towards this value.  This is the value it will approach but never reach..","입력값이 'InputSoftCap'을 지나 'InputHalfLife'가 되면 출력값은 입력값의 50%에 다다르게 됩니다. 즉, 출력값에는 다가서지만 절대로 다다르지 않습니다."
Clear all weather,Clear all weather
checkobjectspositions,checkobjectspositions
checkobjects,checkobjects
"Check every object in scene making sure they have the correct position, inform and disable them otherwise.","Check every object in scene making sure they have the correct position, inform and disable them otherwise."
qamode,qamode
"Toggle qamode on/off. This is a debug build, so this command is available for all users.","Toggle qamode on/off. This is a debug build, so this command is available for all users."
demote,demote
"Demotes user from adnim to a regular user until server is restarted or this command is invoked again. This is a debug build, so this command is available for all users.","Demotes user from adnim to a regular user until server is restarted or this command is invoked again. This is a debug build, so this command is available for all users."
Exhaustion Date Hours Offset,Exhaustion Date Hours Offset
Defines hours offset for local and UTC time exhaustion debugging. Simple way to move exhaustion time back and forth.,Defines hours offset for local and UTC time exhaustion debugging. Simple way to move exhaustion time back and forth.
Placement On Surfaces,Placement On Surfaces
"IN PREVIEW MODE FOR 10.3: Allows placing some objects on rugs and tabletops, and rotating them to any angle.",10.3에서의 예비 방식: 몇몇 물체를 깔개나 탁자 위에 올려두는 행위 및 그 물체들을 어떤 각도로든 회전하는 행위를 허용합니다.
Auto Approve Printer Pictures,Auto Approve Printer Pictures
Utc Time,Utc Time
"Allow bonus retroactive playtime for player when joining after first game day. So, player can receive as much time as if playing from start. Only enabled when AllowPlaytimeSaving is active.","Allow bonus retroactive playtime for player when joining after first game day. So, player can receive as much time as if playing from start. Only enabled when AllowPlaytimeSaving is active."
Accept Items Bought In Any World,Accept Items Bought In Any World
Accept Items Bought In These Worlds,Accept Items Bought In These Worlds
Accept Achievements From Any World,Accept Achievements From Any World
Accept Achievements From These Worlds,Accept Achievements From These Worlds
Allow Paid Items In Player Stores,Allow Paid Items In Player Stores
